name,official_school_name,place_id,Number who sat the Leaving Cert in June 2017,UCD,TCD,DCU,UL,Maynooth University,NUIG,UCC,St. Angela’s,QUB,Ulster University,Blanchardstown IT,National College of Ireland,DIT,Tallaght,Athlone IT,CIT,Dundalk,Galway-Mayo IT,IADT,IT Carlow,IT Sligo,IT Tralee,IT Letterkenny,IT Limerick,IT Waterford,Marino Institute of Education,Mary Immaculate,NCAD,RCSI,Griffith College,Dublin Business School,Irish College for Humanities and Applied Sciences,Total number (all years) who,  Totalprogression(allyears)to 
"*Sligo Grammar School Ltd, The Mall, Sligo ",Sligo Grammar School,ChIJs5ENR0roXkgR1pJCqqqV-wc,85,8,5,5,1,5,7,1,0,3,2,0,0,6,0,1,1,0,8,2,0,4,0,2,1,0,0,0,0,0,0,1,0,63,0.74
"Jesus and Mary Secondary School, Pier Road, Enniscrone, Sligo ",Jesus and Mary Secondary School,ChIJK8N3iXsxWUgR-tV2zi-25BE,45,2,0,1,2,4,4,1,0,0,0,0,0,2,0,1,0,0,4,0,0,7,0,2,1,1,0,0,0,0,0,0,0,32,0.71
"Coláiste Iascaigh, Easkey ",Colaiste Iascaigh,ChIJD-5iQKPSXkgRoreTxwMKy9E,28,0,0,0,0,4,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,8,1,0,0,0,0,0,0,0,0,0,0,18,0.64
"Grange Vocational School, Grange, Sligo ",Grange Post Primary School,ChIJAVjgeVLnXkgRLG4l7BUlKqg,30,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,1,0,0,0,0,0,0,0,0,0,16,0.53
"Mercy College, Chapel Hill, Sligo ",Mercy College,ChIJ33V7X7XpXkgRYy9pL31stis,48,1,1,4,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,0,0,25,0.52
"Ballinode Community College, Clarion Road, Sligo ",Sligo College of Further Education,ChIJoUPqnU_oXkgRdHCchLVUYs0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,13,0.46
"*Cistercian College, Roscrea ",Cistercian College Roscrea,ChIJ9T4Xc7L6XEgR3qYttKMbmtI,31,8,4,3,2,1,1,3,0,0,0,0,0,3,0,1,2,0,6,0,3,0,0,0,2,2,0,0,1,0,0,0,0,42,1.35
"Presentation Secondary School, Thurles ",Presentation Secondary School Thurles,ChIJO3TVgcfEXEgRkxllIoEqDIA,90,4,8,5,4,3,7,16,0,0,0,0,1,2,0,1,10,1,0,0,1,0,2,0,7,13,0,8,0,0,0,0,0,93,1.03
"St. Joseph’s College, Borrisoleigh, Thurles ",St. Joseph's College,ChIJU8Bbd7zBXEgRJK1mXhddItU,39,4,0,0,10,0,2,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,8,3,0,3,0,1,0,0,0,39,1
"Scoil Muire, Clochar na Trocaire, Newport, Tipperary N.R. ",County Tipperary,ChIJX7R4YLfGXEgR0B2Y8azHABg,69,0,2,0,26,0,2,2,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,28,1,0,4,0,0,0,0,0,69,1
"St Mary’s Secondary School, Convent of Mercy, Nenagh ",St Marys Secondary School,ChIJpcU6T1uRXEgRQo8aXSDjQi0,83,2,2,2,12,2,18,11,1,0,0,0,0,2,0,1,0,0,3,0,0,0,1,0,8,4,0,10,0,0,0,0,0,79,0.95
"St Joseph’s CBS Secondary School, Summerhill, Nenagh ",St. Joseph's CBS,ChIJMauinFyRXEgR6mIumy8H_tY,80,2,2,1,24,0,5,1,0,0,0,0,0,1,0,1,3,0,1,0,2,1,0,0,20,3,0,6,0,1,0,0,1,75,0.94
"Clochar na Nursulach, Thurles ",Ursuline Convent,ChIJN1XtNsfEXEgRuP7_BWQ0u9A,135,17,7,4,14,5,4,24,1,0,0,0,0,3,0,2,0,0,2,0,2,1,2,0,11,5,1,9,0,0,0,0,0,114,0.84
"Coláiste Phobal Ros Cré, Roscrea ",Colaiste Phobail Ros Cre,ChIJZTgqFM_kXEgRpYsVGREdk7w,99,4,1,0,13,2,6,1,0,0,0,0,0,0,0,3,1,0,4,0,2,0,3,1,13,12,0,12,0,0,0,0,0,78,0.79
"Newport College, Black Road, Newport ",Newport College,ChIJyzzab6yhXEgRLKseTdFHc7M,14,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,1,0,0,0,0,0,0,0,11,0.79
"Borrisokane Community College, Borrisokane ",Borrisokane Community College,ChIJP1zJ-sSMXEgRMaF-Jnd2ltk,83,1,2,1,15,0,3,2,0,0,0,0,0,2,0,6,2,0,7,0,0,0,0,0,13,1,0,4,0,0,0,0,0,59,0.71
"Scoil na mBraithre Criostai, Durlas ",Cannot find the name,No Data,112,4,0,0,7,2,4,12,0,0,0,0,0,0,0,0,13,0,0,0,7,0,0,1,16,5,0,5,0,0,0,1,0,77,0.69
"Our Lady’s Secondary School, An Teampall Mor ",Our Lady's Secondary School,ChIJbTBt1gXoXEgRfX1wNS9o-xY,87,2,1,0,12,1,1,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,8,11,0,9,0,0,0,0,1,54,0.62
"Nenagh College, Dromin Road, Nenagh ",Nenagh College,ChIJ0UvxNGiRXEgRhL-i6pwtWZY,50,1,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,2,0,0,0,14,0,0,3,0,0,0,0,0,28,0.56
"Coláiste Mhuire Co-Ed, Castlemeadows, Thurles ",Colaiste Mhuire Co-Ed,ChIJdR9QX5TEXEgRKr3nlmjAoV8,-19,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,9,0.47
"*Rockwell College, Cashel ",Rockwell College,ChIJ8X5SriHLXEgR9Wr9GvHBnQQ,88,22,9,6,7,3,4,19,1,0,1,0,0,4,0,2,11,0,0,0,2,1,0,0,2,1,0,2,0,0,0,0,0,97,1.1
"Scoil Mhuire, Greenhill, Carrick on Suir ",Scoil Mhuire,ChIJmVoqWuTWQkgRGRGKxDqnejY,62,4,1,3,10,2,0,3,0,0,0,0,0,2,0,0,8,0,1,0,1,0,0,1,2,17,0,2,0,0,0,0,0,57,0.92
"The Abbey School, Station Road, Tipperary Town ",Abbey School,ChIJ03NhymWyXEgRXrDLw633-NY,68,4,3,1,14,0,5,7,0,0,0,0,0,0,0,0,5,0,2,0,1,0,0,0,10,5,0,3,0,1,0,0,0,61,0.9
"Loreto Secondary School, Clonmel ",Loreto Convent Secondary School,ChIJ8xdyyBAuQ0gRfdB883g015E,81,4,2,0,8,0,3,15,1,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,7,15,0,6,0,0,0,0,0,68,0.84
"Ard Scoil na mBraithre, Cluain Meala ",Ard Scoil na mBraithre,ChIJa2KxRP0xQ0gRiX0OQnvawmc,143,4,0,0,12,1,6,28,0,0,0,0,0,0,0,0,14,0,0,0,1,0,0,0,11,30,0,3,0,0,1,0,0,111,0.78
"Presentation Secondary School, Dungarvan Road, Clonmel ",Presentation Secondary School,ChIJG76HNuYxQ0gR4UBXdmwvTbY,76,2,0,0,5,1,4,5,0,0,0,0,0,0,0,1,13,0,0,0,3,0,1,0,5,15,0,3,0,0,0,0,0,58,0.76
"Cashel Community School, Cashel ",Cashel Community School,ChIJxSHRttzLXEgRZoKNwElWdbs,140,8,2,2,13,2,2,23,0,0,0,1,0,2,0,1,13,0,0,1,0,0,1,1,16,10,1,4,0,0,0,0,0,103,0.74
"Scoil Ruáin, Killenaule, Thurles ",Scoil Ruain Vocational School,ChIJrcZW2FnoXEgR6j3q7-8DD30,54,0,0,0,0,2,1,4,0,0,0,0,0,1,0,1,3,0,0,0,2,0,0,0,5,15,0,4,0,0,0,0,0,38,0.7
"St Anne’s Secondary School, Convent of Mercy, Tipperary ",St Annes Secondary School,ChIJhUBvxGmyXEgRnN7mMSWAncs,57,0,1,1,5,0,2,10,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,9,3,0,3,0,0,0,0,0,40,0.7
"St. Ailbe’s School, Rosanna Road, Tipperary Town ",St Ailbes Vocational School,ChIJhUBvxGmyXEgRDgRrE-KwX78,40,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,9,6,0,1,0,1,0,0,0,27,0.68
"Central Technical Institute, Raheen Road, Clonmel ",CTI Clonmel,ChIJD9TYDB0uQ0gRlab_WeDBWz0,27,0,1,0,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,1,0,0,0,0,0,18,0.67
"Scoil na mBraithre, Carraig na Siuire ",Carrick-On-Suir,ChIJHwUZlvzWQkgREOkxl6nHAAo,41,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,3,16,0,0,0,0,0,0,0,27,0.66
"Coláiste Dun Iascaigh, Cashel Road, Cahir ",Colaiste Dun Iascaigh,ChIJFX2Bv441Q0gRLZi03ZFEgjk,100,2,0,2,9,2,1,6,0,0,0,0,0,2,0,1,10,0,0,0,2,0,1,0,2,17,0,2,0,0,0,0,0,59,0.59
"Clochar na Toirbhirte, Ballingarry, Thurles ",Ballingarry,ChIJPb_5FyrWXEgRkNwxl6nHAAo,40,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,8,0,2,0,0,0,0,0,22,0.55
"Comeragh College, Tinvane, Pill Road, Carrick-On-Suir ",Comeragh College,ChIJFZdRIfnWQkgRh49zKx8RUfA,55,0,0,0,6,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,13,0,2,0,0,0,0,0,25,0.45
"Patrician/Presentation Sec.Sc., Fethard, Clonmel ",Patrician Presentation Secondary School,ChIJmfVk5cbSXEgRFMDYk-EmQAg,25,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,0,0,0,0,0,0,0,9,0.36
"Coláiste De La Salle, Newtown Rd., Portlairge ",De La Salle College,ChIJiSPYEpjGQkgRFiBbBVRRMaY,195,10,5,3,10,2,3,34,0,0,0,0,1,1,0,0,7,1,0,1,0,0,2,0,2,102,0,2,0,1,0,0,0,187,0.96
"St Angela’s School, Ursuline Convent, Waterford ",St Angela’s Ursuline Secondary School,ChIJow_TgB3EQkgRGKuWvnpfHNQ,127,11,4,5,5,3,3,17,0,0,1,0,0,3,0,0,7,0,1,0,0,0,0,0,0,54,1,5,0,1,0,0,0,121,0.95
"Our Lady of Mercy Sec Sch, Ozanam St, Waterford City ",Our Lady of Mercy Secondary School,ChIJ6c94VyTEQkgROwUJQxuP6hk,99,3,1,2,2,2,0,13,0,0,0,0,0,1,0,0,2,0,0,3,0,0,0,0,1,56,0,5,0,0,0,0,0,91,0.92
"Coláiste na Maighdine, Presentation Secondary School, Cannon St., Waterford ",Presentation Secondary School,ChIJi21TfBjEQkgRt1N9lvp35zQ,54,1,0,1,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,34,0,4,0,0,0,0,0,48,0.89
"Mean Scoil San Nioclás, Rinn Ua gCuanach, Dun Garbhan ",Meánscoil san Nioclás,ChIJ7zuGPpEZQ0gRUO0udrIpBGc,24,1,1,0,2,1,0,5,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,2,0,4,0,0,0,0,0,21,0.88
"Ard Scoil na nDéise, Convent Road, Dungarvan ",Ard Scoil na nDeise,ChIJATG3wyYYQ0gRX1O63b4Eu6k,52,2,1,1,5,2,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,16,0,2,0,0,1,0,0,44,0.85
"St Pauls Community College, Browne’s Road, Waterford ",St Pauls Community College,ChIJGedsbxbEQkgRrWU7TJeWTng,51,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,37,0,0,0,0,0,0,0,43,0.84
"Ard Scoil Na Mara., Tramore ",Ardscoil na Mara,ChIJh8fTho3CQkgRJTGIHt_jvaM,176,3,4,2,10,2,4,16,0,0,0,0,0,0,1,0,7,1,1,1,0,1,0,0,2,88,0,5,0,0,0,0,0,148,0.84
"St. Declan’s Community College, Kilmacthomas ",St Declans Community College,ChIJ5wgkLFHfQkgRuR73QxLlPCg,88,0,1,2,12,0,0,15,0,0,0,0,0,0,0,1,2,0,1,1,1,0,1,0,2,33,1,1,0,0,0,0,0,74,0.84
"Abbey Community College, Ferrybank, Waterford ",Abbey Community College,ChIJO92hMJDGQkgRnCOrxl_4hYs,121,1,4,1,5,6,4,17,1,0,0,0,0,3,0,0,5,0,0,1,3,0,1,0,3,40,0,3,0,0,0,0,0,98,0.81
"Blackwater Community School, Tallow Road, Lismore ",Blackwater Community School,ChIJL1PO4WxEKocRWfcf4xRlgE0,114,3,1,0,13,1,2,21,0,0,0,0,0,1,0,0,20,0,0,0,3,2,0,0,1,14,0,6,0,0,1,1,0,90,0.79
"Gaelcholáiste Phort Láirge, Cúirt An Easpaig, Baile Mhic Ghunair, Port Láirge ",Gaelcholáiste Phort Láirge,ChIJixVbiS_BQkgRbIzvCDinyNU,18,1,0,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,14,0.78
"St Augustine’s College, Abbeyside, Dungarvan ",St. Augustine's College,ChIJFxjZWGkYQ0gRlm6BCBDi_gU,114,1,1,2,11,1,5,23,1,0,0,0,0,0,0,0,17,0,0,0,1,0,1,0,3,20,0,1,0,0,0,0,0,88,0.77
"Waterpark College, Park Road, Waterford ",Waterpark,ChIJ648Ul5fGQkgRddQW8OsDcKw,49,0,2,0,4,1,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,20,0,1,0,0,0,0,0,36,0.73
"Scoil Na Mbraithre, Barrack Street, Waterford, ",Barrack Street,ChIJa-vm8iDEQkgR_g2bazHOg0A,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,1,13,0,0,0,0,0,0,0,22,0.71
"Scoil na mBraithre, Mitchell Street, Dungarvan ",Mitchell Street,ChIJUwoB1YsXQ0gRE5FnopmHeqs,48,0,1,0,4,0,1,5,0,0,0,0,0,0,0,0,6,0,1,0,2,0,0,0,2,8,0,1,0,0,0,0,0,31,0.65
"Newtown School, Newtown Road, Waterford City ",Newtown School,ChIJlYJ0y6LGQkgRuiQm--r_HQE,48,8,2,0,1,0,1,6,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,2,1,0,0,0,0,0,0,0,26,0.54
"Coláiste Chathail Naofa, Youghal Road, Dungarvan ",Colaiste Chathail Naofa,ChIJT7eQ1Y4XQ0gR5ubk-pDcOtw,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0.33
"Our Lady’s Bower Secondary School, Retreat Road, Athlone ",Our Lady's Bower Secondary School,ChIJzy9NyQ1JXEgRIui3K80I5WE,91,9,13,7,4,8,21,1,1,0,0,1,0,1,0,14,1,0,2,1,0,0,0,0,3,0,0,4,4,1,0,0,0,96,1.05
"St Joseph’s College, Summerhill, Athlone ",St Joseph's College,ChIJ3ymQ_wBJXEgREEE_oVrtp3Q,32,1,1,0,2,2,7,0,0,0,0,0,0,0,0,12,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,30,0.94
"Marist College, Retreat Road, Athlone ",Marist College,ChIJqf3lHAxJXEgRHLSe3omzeqA,70,4,3,4,4,1,13,0,0,0,0,1,0,3,0,25,0,0,3,0,0,0,0,0,1,1,0,1,0,1,0,0,0,65,0.93
"Loreto College, Mullingar ",Loreto College,ChIJJzq70h7AXUgR5vFDsoc_xls,122,8,9,14,2,12,9,0,2,0,1,0,0,6,0,17,0,1,5,1,1,16,0,0,0,0,1,2,1,1,2,2,0,113,0.93
"Moate Community School, Moate ",Moate Community School,ChIJ85thv2OzXUgRpwIfzvQkz8A,141,8,1,9,7,15,17,4,1,0,1,0,0,2,0,31,0,0,8,1,4,2,1,0,0,2,2,3,1,0,0,0,0,120,0.85
"Athlone Community College, Retreat Road, Athlone ",Athlone Community College,ChIJy2BX7QxJXEgR0GlNL7tKrBc,174,13,3,3,12,9,33,2,0,0,0,0,0,4,0,30,0,1,15,1,3,1,0,0,3,0,0,5,0,1,1,0,0,140,0.8
"St Finian’s College, Mullingar ",St Finians College,ChIJwWp3xiTAXUgRIHEsFIjG0uw,111,14,7,13,1,14,7,0,0,0,0,1,0,4,0,9,0,1,3,0,1,3,0,2,2,2,0,0,0,0,2,0,0,86,0.77
"Mean Scoil an Chlochar, Kilbeggan ",Scoil an Chlochair,ChIJYyUvNIu6XUgRdsvmKoxVH6s,72,5,2,6,2,7,6,2,2,0,0,0,1,1,0,12,1,0,1,0,1,3,0,0,1,1,0,0,0,0,0,0,0,54,0.75
"Coláiste Mhuire, College Street, An Muileann Gcearr ",Coláiste Mhuire,ChIJqaYY5BvAXUgRGHF4P7plvMw,163,8,6,12,0,26,13,0,1,0,0,1,0,7,0,22,0,0,7,0,2,7,0,0,1,0,2,1,1,0,0,0,0,117,0.72
"St Joseph’s Secondary, Rochfortbridge ",St Josephs Secondary School,ChIJ3dLRPR3AXUgRccDY97YySMk,148,6,2,9,6,10,7,1,0,0,0,1,0,3,1,28,0,1,8,1,1,9,0,0,2,4,2,1,1,0,0,0,0,104,0.7
"Wilson’s Hospital School, Multyfarnham, Mullingar ",Wilson's Hospital School,ChIJsZ2k0TTCXUgRkV5ZXpY3YDk,66,7,3,4,1,2,5,1,0,0,1,1,0,7,1,1,0,1,5,0,0,0,0,1,0,1,1,0,0,0,0,2,0,45,0.68
"St Aloysius College, The Park, Athlone ",St Aloysius College,ChIJn1mJOP1IXEgRYQ-mCYHMGig,88,5,3,5,3,1,10,1,2,0,0,0,0,1,0,15,0,1,4,0,1,0,0,0,1,0,0,1,0,3,0,2,0,59,0.67
"Mullingar Community College, Millmount Road, Mullingar ",Mullingar Community College,ChIJm0F_yafqXUgRkBRLnBtP_f0,50,1,0,1,0,0,1,0,0,0,0,0,0,2,0,12,0,0,4,0,1,6,0,0,0,0,0,0,0,0,0,0,0,28,0.56
"Columba College, Killucan ",Columba College,ChIJtSGfwGySXUgRaxqCMiOXf5c,38,0,0,1,0,1,0,0,0,0,0,0,0,2,2,5,0,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,17,0.45
"Castlepollard Comm. College, Mullingar Road, Castlepollard ",Castlepollard Community College,ChIJ02RFU5joXUgR3gPXN-d_QJQ,34,0,1,0,0,0,3,0,0,0,0,1,0,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0.32
"F.C.J. Secondary School, Bunclody, Enniscorthy ",FCJ Secondary School,ChIJ2YLsAosAaEgRAytRkpGKUzU,131,12,9,10,9,14,7,1,3,0,0,0,1,10,0,0,0,1,1,3,26,0,0,0,3,20,0,0,1,0,1,0,0,132,1.01
"Our Lady of Lourdes, Holy Faith Convent, Rosbercon, New Ross, ",Our Lady Of Lourdes Secondary School,ChIJZaODc7y2QkgRtBof3OacmKY,62,7,1,5,5,6,0,4,1,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,1,25,0,1,0,1,0,0,0,62,1
"St Mary’s C.B.S., Mill Park Road, Enniscorthy ",St Marys CBS,ChIJV_fH1fQAaEgRDdmTn4c3ViQ,103,7,5,18,5,7,2,2,0,1,0,0,2,2,0,0,0,0,1,2,20,0,0,0,2,23,0,3,0,0,0,0,0,102,0.99
"St. Mary’s Secondary School, New Ross ",St Marys Secondary School,ChIJH0zZuEyxQkgR_WGhAm_2HBI,112,9,1,6,10,10,2,11,0,0,0,0,0,1,0,0,5,0,2,4,9,0,0,0,0,33,2,4,1,0,0,0,0,110,0.98
"Coláiste Bride, Clochar na Trocaire, Cnoc Fiodh Na Gcaor, Inis Corthaidh ","Coláiste Bríde, Enniscorthy",ChIJp8I9dY0AaEgRbGeWqnWlz34,107,18,3,14,10,11,1,5,0,0,0,0,0,0,0,1,0,0,0,2,12,0,1,0,2,17,2,1,2,0,0,0,0,102,0.95
"St Peter’s College, Summerhill, Wexford ",Saint Peter's College Secondary School,ChIJrbzUybEPZ0gRxIduSWzoC90,118,17,10,17,3,8,5,7,0,0,0,0,0,8,1,0,2,0,1,0,8,0,0,0,1,14,0,0,0,0,0,0,0,102,0.86
"Ramsgrane Community School, Ramsgrange, New Ross ",Ramsgrange Community School,ChIJ45e7Oh-5QkgRxlQv-WPr-Dk,44,0,0,3,0,2,0,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,21,0,2,1,0,0,0,0,38,0.86
"Loreto Convent, Spawell Road, Wexford ",Loreto Secondary School,ChIJywLK-1kbaEgRmcVzcARY5dc,120,12,12,18,8,15,0,9,0,0,0,0,0,3,1,1,0,0,1,1,5,0,0,0,0,12,2,2,1,0,0,0,0,103,0.86
"Good Counsel College, New Ross ",Good Counsel College,ChIJC8xD1LS2QkgR3hsEwhoj7j0,122,10,5,9,6,9,0,3,0,0,0,0,0,11,0,1,6,1,0,0,3,0,0,0,1,37,0,0,0,0,0,0,0,102,0.84
"Bridgetown Vocational College, Bridgetown ",Bridgetown Post Office,ChIJu_TdsBceaEgRg4ta-TgrYp4,77,2,2,1,1,4,0,1,0,0,0,0,0,0,0,0,1,1,0,0,18,0,0,0,1,28,0,1,0,0,0,0,0,61,0.79
"Gorey Community School, Esmonde Street, Gorey ",Gorey Community School,ChIJq6ZidVLmZ0gRAlcvB0-qqQ4,224,36,6,16,0,22,5,5,2,0,0,0,4,25,1,0,1,0,0,5,22,1,0,2,1,14,0,0,3,1,0,0,0,172,0.77
"Presentation Sec School, Grogan’s Road, Wexford ",Presentation Secondary School,ChIJJ8hBMV0baEgRJBoP6LRVST8,137,10,3,9,1,14,4,10,0,1,0,0,0,4,0,0,4,0,0,1,7,0,0,0,0,28,1,1,3,1,1,0,0,103,0.75
"CBS Secondary School, Ros Mhic Treoin ",Maryland Home Improvement Commission,ChIJ93JJgpkEyIkR0sGzLTRSpsg,36,3,0,1,1,2,1,2,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,27,0.75
"Meanscoil Garman, Teach Coill an Bhronaigh, Brownswood, Enniscorthy ",Meanscoil Gharman,ChIJFeld6QMBaEgRNtHv5QvmPpQ,26,4,2,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,1,0,0,0,1,0,19,0.73
"Scoil na mBraithre, Coláiste Eamonn Ris, Thomas Street, Wexford ",Wexford CBS,ChIJK1_V6GcbaEgRhIRMDczjHSc,91,2,2,3,1,12,3,1,1,0,0,0,0,3,0,0,2,0,1,1,6,0,0,0,1,23,1,0,0,0,0,0,0,63,0.69
"Bunclody Vocational School, Irish Street, Bunclody ",Bunclody Vocational College,ChIJ4z5Am3r4Z0gR6xqbwOkWn60,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,0,0,0,15,0.54
"Coláiste an Atha, Kilmuckridge, Gorey ",Kilmuckridge Vocational College,ChIJC-fGzk_mZ0gRPXTkux5n0Pg,42,1,0,2,0,4,0,0,0,0,0,0,1,2,0,0,1,1,0,1,4,0,0,0,0,4,1,0,0,0,0,0,0,22,0.52
"Enniscorthy Vocational College, Mile House Road, Enniscorthy ",Enniscorthy Vocational College,ChIJ26UNz3oAaEgRBDoU0SlOeyk,65,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,1,12,0,1,1,0,11,0,0,1,0,0,1,0,32,0.49
"Selskar College, Westgate, Wexford ",Selskar College,ChIJ-593A1sbaEgRZcePXV3X8qM,56,1,0,0,2,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,9,0,0,1,0,8,0,0,0,0,0,0,0,26,0.46
"Creagh College, Creagh, Gorey ",Creagh College,ChIJz6s1z0bmZ0gRibkNdhSVSfc,81,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,8,0,0,0,0,0,0,0,23,0.28
"New Ross Vocational School, New Ross ",Kennedy College,ChIJOaAf8cq2QkgREkFsOPJLxc4,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,7,0.27
"East Glendalough Comp. School, Station Road, Wicklow Town ",East Glendalough School,ChIJfY73A7ewZ0gRolQr0Eh69ak,57,22,15,6,0,0,4,1,0,0,0,0,1,12,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,66,1.16
"St. Kevin’s Community College, Dunlavin ",St. Kevin's Community College,ChIJ_Z7osEmGZ0gRZyXMtPf75y8,71,8,3,1,3,10,7,0,1,0,0,1,0,6,2,0,1,0,3,1,10,2,0,2,0,1,0,0,2,0,1,0,0,65,0.92
"St David’s Holy Faith Sec School, Greystones ",Saint David's Holy Faith,ChIJN61BliuvZ0gR-NWXzqEv2pY,84,17,8,1,3,0,2,0,0,0,0,1,2,19,2,0,0,1,0,8,1,0,0,0,1,2,1,0,0,0,0,1,0,70,0.83
"*St. Gerard’s School, Thornhill Road, Bray ",St Gerard's School,ChIJnQjIctunZ0gR3VbNOLBwrhs,84,39,11,2,0,2,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,66,0.79
"St Mary’s College, St. Mary’s Road, Arklow ",St Mary's College,ChIJY0CuOOPDZ0gRqGBUIA0cJs8,86,16,3,3,0,12,3,0,0,0,0,0,0,4,0,0,1,1,0,3,4,0,0,0,2,8,0,0,4,0,0,1,0,65,0.76
"Coláiste Bhride, Carnew ",Coláiste Bhríde,ChIJ3a-RaGTwZ0gRc_4LGap7TIA,138,14,5,12,5,7,1,2,1,0,0,0,1,6,1,4,1,1,0,1,16,0,2,0,0,16,2,2,0,2,2,0,0,104,0.75
"Dominican Convent, Wicklow Town ",Dominican College,ChIJCYI18cqwZ0gRavLUICbxAQg,54,7,1,1,1,1,4,0,0,0,0,1,3,10,0,0,0,0,2,5,2,0,0,0,0,0,2,0,0,0,0,0,0,40,0.74
"Coláiste Chraobh Abhann, Creowen, Kilcoole ",Colaiste Chraobh Abhann,ChIJS67WMKKvZ0gRpjEAn470VAE,92,11,3,4,3,5,2,0,0,0,0,0,5,16,6,0,0,1,1,3,3,1,1,0,0,0,0,0,0,0,1,1,0,67,0.73
"Presentation College Bray, Putland Road, Bray",Presentation College,ChIJe3giImKoZ0gRhv_Hwe9QtNg,113,14,7,5,2,1,2,0,0,0,0,1,5,26,1,0,0,1,1,13,1,0,0,0,0,0,0,0,0,0,2,0,0,82,0.73
"Gaelcholáiste na Mara, Pairc na bPiarsach, Bóthar na nGleanntáin, Arklow",Gaelcholaiste na Mara,ChIJfXc-4OLDZ0gR9zdmTvBLkoE,46,14,1,0,2,7,3,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,33,0.72
"Coláiste Raithín, Bothar Florans, Bré",Colaiste Raithin,ChIJs097PG-oZ0gRzMI7lo5ne3M,37,10,4,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,1,0,26,0.7
"Loreto Secondary School, Vevay Rd, Bray",Loreto Secondary School,ChIJIfTF3WKoZ0gRwswpYthsGo0,137,30,11,3,1,2,1,1,0,0,0,1,4,27,0,0,1,0,0,8,0,0,0,0,1,1,0,0,0,0,1,0,0,93,0.68
